N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,Clear,PC,PC,Weak,Weak,StrongWest,Strong,,Weak,,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Instability,Average,LessUnstable,ACEFK,PartInhibit,Weak,Slight,K,XNIL,,SIG,LowEvrywhere,,Dry,ModerateOrLe,StrongFront,MoistMDryL,E_W_N,SigPositive,,NWQuad,Westerly,WidespdDnsl
Down,Down,Neutral,Neutral,,Neutral,VeryWet,Dry,Dry,Clear,PC,PC,Clear,Strong,Strong,,Weak,Weak,,Some,LittleChange,LittleChange,Neutral,,SVR,Jul2_Jul15,D,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,D,PartInhibit,Moderate,Strong,D,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,DryMMoistL,,SigNegative,Other,AllElse,Westerly,SEQuad
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Dry,,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,,,Some,,LittleChange,Negative,LittleChange,SIG,Aug20_Sep15,G,CThruK,,,LessThanAve,G,N1GtLIGt_4,Stability,,,GJ,Stifling,Moderate,Slight,G,SIG,,SIG,LowSHighN,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,SigNegative,,NWQuad,Westerly,LongAnticyc
WeakUp,StronUp,StrongUp,StrongUp,StrongUp,Wet,Dry,Wet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,,Jul16_Aug10,H,CThruK,PartInhibit,Average,Average,H,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Unfavorable,,H,,XNIL,SVR,HighEvrywher,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,SigNegative,Moving,LV,Westerly,E_NE
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,Weak,Strong,,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,K,SIG,SIG,SIG,Other,ModerateOrLe,Dry,Steep,StrongFront,Other,MovingFtorOt,SigNegative,,NWQuad,LVorOther,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Dry,PC,Clear,Clear,Clear,,Weak,StrongWest,,,Weak,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,Average,Average,CDEJ,,Stability,Average,LessUnstable,ACEFK,,Weak,Strong,E,XNIL,XNIL,,LowSHighN,CloseToDryAd,Average,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,LittleChange,,SWQuad,LVorOther,DenvCyclone
StrongUp,StronUp,Down,WeakUp,WeakUp,Dry,Wet,Wet,Wet,Cloudy,Cloudy,Cloudy,PC,,Weak,DCVZFavor,,Weak,Weak,Some,,LittleChange,Neutral,Decreasing,XNIL,Jul2_Jul15,I,CThruK,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,,HI,,Unfavorable,,I,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Dry,Steep,NoMajor,Other,MovingFtorOt,PosToNeg,Moving,NWQuad,LVorOther,SEQuad
WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Wet,,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,,Strong,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,,N1GtLIGt_4,Stability,Average,MoreUnstable,B,,Strong,Strong,,SIG,SIG,SVR,Other,ModerateOrLe,Average,,NoMajor,Other,DenvCyclone,LittleChange,Other,AllElse,LVorOther,
WeakUp,WeakUp,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Weak,Westerly,Weak,Strong,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jun15_Jul1,I,CThruK,,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,,Weak,Slight,I,XNIL,XNIL,SIG,LowSHighN,Steep,Average,Steep,MarkedUpper,DryMMoistL,E_W_S,NegToPos,QStationary,SWQuad,LVorOther,DenvCyclone
Down,Neutral,StrongUp,Neutral,Neutral,Dry,Dry,Dry,Dry,Clear,,Clear,Clear,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,,Jul2_Jul15,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,Average,GJ,PartInhibit,Moderate,Slight,,SIG,SIG,SIG,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,SEQuad
Down,WeakUp,Neutral,,WeakUp,Dry,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,,Strong,Strong,Westerly,Weak,,,Marked,,Increasing,Negative,Decreasing,XNIL,Jul2_Jul15,C,CThruK,PartInhibit,,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Strong,C,SIG,SIG,SIG,LowNHighS,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,NegToPos,Other,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Down,Down,Down,Neutral,Neutral,Neutral,Dry,PC,PC,,PC,Strong,Strong,Westerly,Weak,,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Aug11_Aug20,D,CThruK,,LessThanAve,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,PartInhibit,Weak,Slight,D,SIG,SIG,SVR,LowSHighN,CloseToDryAd,Average,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,PosToNeg,QStationary,AllElse,Westerly,WidespdDnsl
StrongUp,Neutral,Neutral,WeakUp,,Neutral,Dry,Neutral,Neutral,,PC,Cloudy,Cloudy,,,Westerly,,Weak,Weak,,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,,B,AB,PartInhibit,Average,LessThanAve,,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,Stifling,Strong,Slight,B,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,Steep,NoMajor,Other,DenvCyclone,LittleChange,Other,AllElse,Westerly,E_NE
Neutral,WeakUp,Neutral,Neutral,Neutral,,Neutral,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,,,StrongWest,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,,Average,B,,Unfavorable,,B,XNIL,XNIL,XNIL,LowSHighN,Steep,,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,E_NE
WeakUp,Neutral,Neutral,,Neutral,Wet,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Weak,Westerly,Weak,,Weak,,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug11_Aug20,E,CThruK,,Average,,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,,E,,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,DryMMoistL,E_W_N,SigNegative,,SWQuad,LVorOther,DenvCyclone
Neutral,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,,Weak,Strong,Westerly,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,LessThanAve,,N1GtLIGt_4,Stability,Average,Average,GJ,Stifling,Moderate,,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,,PosToNeg,,NWQuad,Westerly,WidespdDnsl
Down,StronUp,WeakUp,StrongUp,StrongUp,Wet,Neutral,Neutral,VeryWet,Clear,Clear,Clear,PC,Strong,Strong,Other,,Weak,Weak,,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Jul2_Jul15,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,HI,PartInhibit,Weak,,I,XNIL,,SIG,LowSHighN,Steep,Average,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,QStationary,SWQuad,Westerly,LV
Neutral,WeakUp,Down,Neutral,Neutral,Dry,VeryWet,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Some,,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,MoreThanAve,,N1GtLIGt_4,Instability,Average,Average,HI,,Strong,,I,SVR,SVR,SVR,LowSHighN,Steep,Average,ModerateOrLe,OtherRapid,DryMMoistL,E_W_S,LittleChange,Moving,LV,LVorOther,E_NE
Neutral,Neutral,Down,Neutral,Neutral,VeryWet,Wet,VeryWet,,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Strong,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug20_Sep15,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,TotalInhibit,Moderate,Slight,C,XNIL,XNIL,SIG,LowEvrywhere,Steep,Dry,Steep,MarkedUpper,MoistMDryL,E_W_N,NegToPos,,NWQuad,Westerly,WidespdDnsl
Down,Down,Down,Down,Down,Dry,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Weak,Strong,Other,,Strong,Strong,,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,E,CThruK,Stifling,Average,Average,CDEJ,LIGt0,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,,,E,XNIL,XNIL,SIG,LowSHighN,,Average,Steep,NoMajor,MoistMDryL,,LittleChange,QStationary,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Weak,Other,,,,,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,,CThruK,,LessThanAve,LessThanAve,ABI,LILt_8,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,,I,XNIL,XNIL,SIG,LowSHighN,Steep,Dry,Steep,StrongFront,Other,MovingFtorOt,SigNegative,QStationary,SWQuad,Westerly,DenvCyclone
StrongUp,StronUp,Down,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,,Other,Strong,,Weak,,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug11_Aug20,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,,,SVR,SVR,SVR,Other,CloseToDryAd,Dry,Steep,MarkedUpper,DryMMoistL,E_W_N,SigPositive,,NWQuad,Westerly,LongAnticyc
StrongUp,StronUp,Neutral,,StrongUp,Neutral,Neutral,Neutral,Wet,PC,PC,PC,Cloudy,,,Westerly,,Weak,Weak,,LittleChange,LittleChange,Negative,LittleChange,XNIL,Aug11_Aug20,B,AB,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,,,Strong,Strong,B,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,Steep,OtherRapid,Other,DenvCyclone,LittleChange,Moving,SWQuad,LVorOther,DenvCyclone
Down,Down,,Down,Down,,Neutral,Wet,VeryWet,,Clear,Clear,Clear,,Strong,Westerly,,,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,Stifling,Strong,Moderate,B,SIG,,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,DenvCyclone,PosToNeg,Other,NWQuad,Westerly,DenvCyclone
,StronUp,Neutral,StrongUp,,Wet,Wet,,Wet,,PC,PC,,Strong,Strong,DCVZFavor,Strong,,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug20_Sep15,J,CThruK,,LessThanAve,LessThanAve,CDEJ,LILt_8,,Average,MoreUnstable,GJ,Stifling,Moderate,,J,XNIL,XNIL,,LowMtsHighPl,ModerateOrLe,Dry,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,,LV,LVorOther,LV
Neutral,Neutral,Neutral,,Neutral,Wet,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Weak,Weak,,Weak,,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug20_Sep15,C,CThruK,,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,ACEFK,,Moderate,Strong,C,XNIL,XNIL,SIG,LowEvrywhere,,,Steep,MarkedUpper,,E_W_S,NegToPos,Other,,LVorOther,LV
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Neutral,,PC,PC,PC,,,StrongWest,,,,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,D,PartInhibit,Weak,,D,,SVR,SVR,,ModerateOrLe,Average,Steep,StrongFront,Other,,PosToNeg,Other,SWQuad,LVorOther,SEQuad
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Dry,Wet,Wet,VeryWet,PC,Clear,Clear,Clear,,Strong,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,Increasing,SIG,Aug20_Sep15,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Moderate,,XNIL,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,NoMajor,MoistMDryL,,PosToNeg,,LV,Westerly,LV
StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,PC,PC,Cloudy,Cloudy,Weak,Strong,DCVZFavor,,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Increasing,SIG,Aug20_Sep15,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,,LowMtsHighPl,ModerateOrLe,Dry,Steep,StrongFront,Other,DryLine,SigPositive,QStationary,NWQuad,LVorOther,WidespdDnsl
Neutral,WeakUp,Down,Neutral,Neutral,Dry,Wet,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,J,CThruK,Stifling,Average,MoreThanAve,,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Strong,Moderate,J,XNIL,XNIL,SIG,LowEvrywhere,Stable,Average,Steep,,MoistMDryL,DryLine,PosToNeg,,LV,LVorOther,LV
Neutral,StronUp,StrongUp,StrongUp,,Neutral,Neutral,Neutral,Wet,Clear,Cloudy,Cloudy,Cloudy,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,GJ,PartInhibit,Weak,Moderate,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Dry,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,LittleChange,,LV,LVorOther,
StrongUp,Neutral,,StrongUp,StrongUp,Neutral,Dry,Neutral,Wet,Clear,PC,PC,Cloudy,Weak,Weak,Westerly,Weak,,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,,CThruK,PartInhibit,,LessThanAve,H,LILt_8,,MoreUnstable,Average,HI,,Moderate,Strong,H,SIG,SIG,SIG,LowMtsHighPl,Stable,Average,CloseToDryAd,MarkedUpper,Other,,PosToNeg,Moving,NWQuad,LVorOther,SEQuad
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,,Strong,,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,B,AB,PartInhibit,,,ABI,N1GtLIGt_4,Instability,Average,LessUnstable,B,,,Strong,B,SVR,SVR,SVR,LowMtsHighPl,Stable,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,NWQuad,Westerly,DenvCyclone
Down,Neutral,Neutral,Down,Down,VeryWet,Dry,Dry,Dry,PC,Clear,PC,PC,,,Westerly,,,,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,GJ,,Weak,Moderate,J,XNIL,XNIL,XNIL,HighEvrywher,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,LV,LVorOther,LV
Neutral,,Neutral,Neutral,Neutral,,Neutral,Neutral,Wet,PC,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jul2_Jul15,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Unfavorable,,K,XNIL,XNIL,SIG,Other,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,,SigPositive,,,LVorOther,WidespdDnsl
WeakUp,,StrongUp,Neutral,Neutral,Dry,VeryWet,Neutral,Dry,Clear,Clear,Clear,Clear,,,,,Weak,Weak,,IncCapDecIns,Increasing,StrongPos,Increasing,,Jun15_Jul1,I,CThruK,PartInhibit,LessThanAve,Average,ABI,LIGt0,Instability,Average,MoreUnstable,HI,PartInhibit,Weak,,I,XNIL,XNIL,XNIL,LowSHighN,Stable,Average,Steep,NoMajor,DryMMoistL,E_W_S,SigPositive,,SWQuad,LVorOther,DenvCyclone
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,PC,,Clear,Clear,,,Other,,Strong,Weak,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,,Weak,Moderate,J,SIG,SIG,SIG,LowAtStation,Steep,,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,Other,LV,LVorOther,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,,,DCVZFavor,,,Weak,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul16_Aug10,E,CThruK,,Average,MoreThanAve,CDEJ,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,,Strong,Strong,E,SVR,SVR,SVR,LowAtStation,Steep,Average,ModerateOrLe,OtherRapid,,E_W_S,NegToPos,Other,SWQuad,LVorOther,LongAnticyc
WeakUp,Down,WeakUp,Neutral,Neutral,Dry,VeryWet,VeryWet,VeryWet,,PC,PC,PC,Strong,Strong,Westerly,,,,Some,LittleChange,LittleChange,Neutral,Increasing,SVR,Jul2_Jul15,A,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,,Moderate,,A,SVR,SVR,SVR,LowNHighS,Stable,VeryMoist,Steep,StrongFront,DryMMoistL,E_W_S,SigNegative,Other,SWQuad,Westerly,DenvCyclone
,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Dry,Dry,Clear,PC,PC,PC,,,Westerly,,,,,LittleChange,LittleChange,StrongPos,LittleChange,XNIL,Aug20_Sep15,K,CThruK,Stifling,Average,Average,K,N1GtLIGt_4,Stability,MoreUnstable,Average,ACEFK,PartInhibit,Weak,,K,XNIL,XNIL,XNIL,Other,Steep,Average,CloseToDryAd,MarkedUpper,DryMMoistL,,SigNegative,,NWQuad,,WidespdDnsl
Neutral,Down,WeakUp,Neutral,Neutral,Wet,Neutral,Neutral,Wet,PC,Clear,Cloudy,Cloudy,Weak,,Westerly,Weak,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,,SIG,Jul2_Jul15,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,,Moderate,Strong,B,SVR,SVR,SVR,HighEvrywher,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,Westerly,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,Clear,Cloudy,,,,,DCVZFavor,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul2_Jul15,A,AB,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,MoreUnstable,ACEFK,TotalInhibit,Moderate,Slight,A,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,VeryMoist,Steep,MarkedUpper,DryMMoistL,E_W_S,NegToPos,Other,SWQuad,Westerly,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,Wet,Cloudy,Clear,,Cloudy,Weak,,StrongWest,Weak,Weak,,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,A,AB,TotalInhibit,Average,Average,ABI,N5GtLIGt_8,Neutral,Average,Average,ACEFK,PartInhibit,Moderate,Strong,A,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,Steep,OtherRapid,Other,DenvCyclone,LittleChange,Other,SWQuad,Westerly,DenvCyclone
StrongUp,StronUp,Down,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,Clear,PC,Clear,,Weak,Strong,Other,,,,,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jul16_Aug10,A,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Strong,A,SVR,SVR,SVR,HighEvrywher,CloseToDryAd,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,NegToPos,Other,AllElse,Westerly,DenvCyclone
Neutral,StronUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,,,Westerly,,,,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,,SVR,SVR,LowEvrywhere,Steep,Dry,ModerateOrLe,OtherRapid,,,NegToPos,,SWQuad,Westerly,
StrongUp,Neutral,Down,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,,DCVZFavor,,,Weak,,LittleChange,,Neutral,LittleChange,XNIL,May15_Jun14,A,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,,Unfavorable,,A,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,,MarkedUpper,DryMMoistL,,LittleChange,Moving,SWQuad,LVorOther,DenvCyclone
Down,StronUp,Down,Down,Down,Neutral,Wet,Neutral,Dry,PC,PC,PC,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Weak,,E,SIG,SIG,SIG,Other,CloseToDryAd,Average,ModerateOrLe,NoMajor,Other,,SigNegative,,SWQuad,LVorOther,LV
Neutral,,StrongUp,StrongUp,,Wet,VeryWet,VeryWet,,,Cloudy,Cloudy,Cloudy,Strong,Strong,Other,,,Weak,,LittleChange,LittleChange,WeakPos,LittleChange,,Aug20_Sep15,A,AB,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,,,A,SVR,SVR,SVR,Other,ModerateOrLe,VeryMoist,CloseToDryAd,StrongFront,DryMMoistL,DenvCyclone,SigNegative,Other,SWQuad,,LV
WeakUp,,WeakUp,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,Cloudy,Clear,PC,Cloudy,,,Other,,Strong,Strong,,LittleChange,,Negative,Decreasing,XNIL,Jun15_Jul1,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,,GJ,,Weak,Slight,G,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Average,CloseToDryAd,OtherRapid,,DryLine,SigNegative,,SWQuad,Westerly,LongAnticyc
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Wet,Wet,Wet,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Weak,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,,K,XNIL,XNIL,SVR,Other,CloseToDryAd,VeryMoist,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,Moving,AllElse,,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Wet,Clear,Clear,Clear,Clear,,,Westerly,,,,,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul16_Aug10,A,AB,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,LessUnstable,ACEFK,Stifling,Moderate,,A,XNIL,XNIL,XNIL,Other,,Average,Steep,OtherRapid,Other,,SigNegative,Other,SWQuad,Westerly,DenvCyclone
